Time,X,Y,Z
17:56:02,0.087891,1,0.08252
17:56:04,0.087891,1,0.08252
17:56:06,0.087891,1,0.08252
17:56:08,0.087891,1,0.08252
17:56:10,0.087891,1,0.08252
17:56:12,0.087891,1,0.08252
17:56:14,0.087891,1,0.08252
17:56:16,0.087891,1,0.08252
17:56:18,0.087891,1,0.08252
17:56:20,0.087891,1,0.08252
17:56:22,0.087891,1,0.08252
17:56:24,0.087891,1,0.08252
17:56:26,0.087891,1,0.08252
17:56:28,0.087891,1,0.08252
17:56:30,0.087891,1,0.08252
17:56:32,0.087891,1,0.08252
17:56:34,0.087891,1,0.08252
17:56:36,0.087891,1,0.08252
17:56:38,0.087891,1,0.08252
17:56:40,0.087891,1,0.08252
17:56:42,0.087891,1,0.08252
17:56:44,0.087891,1,0.08252
17:56:46,0.087891,1,0.08252
17:56:49,0.087891,1,0.08252
17:56:51,0.087891,1,0.08252
17:56:53,0.087891,1,0.08252
17:56:55,0.087891,1,0.08252
17:56:57,0.087891,1,0.08252
17:56:59,0.087891,1,0.08252
17:57:01,0.087891,1,0.08252
17:57:03,0.087891,1,0.08252
17:57:05,0.087891,1,0.08252
17:57:07,0.087891,1,0.08252
17:57:09,0.087891,1,0.08252
17:57:11,0.087891,1,0.08252
17:57:13,0.087891,1,0.08252
17:57:15,0.087891,1,0.08252
17:57:17,0.087891,1,0.08252
17:57:19,0.087891,1,0.08252
17:57:21,0.087891,1,0.08252
17:57:23,0.087891,1,0.08252
17:57:25,0.087891,1,0.08252
17:57:27,0.087891,1,0.08252
17:57:29,0.087891,1,0.08252
17:57:31,0.087891,1,0.08252
17:57:33,0.087891,1,0.08252
17:57:35,0.087891,1,0.08252
17:57:37,0.087891,1,0.08252
17:57:39,0.087891,1,0.08252
17:57:41,0.087891,1,0.08252
17:57:43,0.087891,1,0.08252
17:57:45,0.087891,1,0.08252
17:57:47,0.087891,1,0.08252
17:57:49,0.087891,1,0.08252
17:57:51,0.087891,1,0.08252
17:57:53,0.087891,1,0.08252
17:57:55,0.087891,1,0.08252
17:57:57,0.087891,1,0.08252
17:57:59,0.087891,1,0.08252
17:58:02,0.087891,1,0.08252
17:58:04,0.087891,1,0.08252
17:58:06,0.087891,1,0.08252
17:58:08,0.087891,1,0.08252
17:58:10,0.087891,1,0.08252
17:58:12,0.087891,1,0.08252
17:58:14,0.087891,1,0.08252
17:58:16,0.087891,1,0.08252
17:58:18,0.087891,1,0.08252
17:58:20,0.087891,1,0.08252
17:58:22,0.087891,1,0.08252
17:58:24,0.087891,1,0.08252
17:58:26,0.087891,1,0.08252
17:58:28,0.087891,1,0.08252
17:58:30,0.087891,1,0.08252
17:58:32,0.087891,1,0.08252
17:58:34,0.087891,1,0.08252
17:58:36,0.087891,1,0.08252
17:58:38,0.087891,1,0.08252
17:58:40,0.087891,1,0.08252
17:58:42,0.087891,1,0.08252
17:58:44,0.087891,1,0.08252
17:58:46,0.087891,1,0.08252
17:58:48,0.087891,1,0.08252
17:58:50,0.087891,1,0.08252
17:58:52,0.087891,1,0.08252
17:58:54,0.087891,1,0.08252
17:58:56,0.087891,1,0.08252
17:58:58,0.087891,1,0.08252
